PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3sPM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,Plus/Minus,FP
Deni Avdija,POR,POR vs. DAL,12/29/2025,W,39,27,9,18,50,1,6,16.7,8,12,66.7,0,9,9,11,2,0,6,4,5,54.3
Daniel Gafford,DAL,DAL @ POR,12/29/2025,L,26,17,7,9,77.8,0,0,-,3,4,75,2,8,10,0,1,3,2,5,2,39
P.J. Washington,DAL,DAL @ POR,12/29/2025,L,29,8,3,8,37.5,1,4,25,1,2,50,1,4,5,1,0,2,0,2,-6,21.5
Max Christie,DAL,DAL @ POR,12/29/2025,L,29,25,8,12,66.7,5,7,71.4,4,4,100,1,2,3,5,0,0,2,1,-12,34.1
Yang Hansen,POR,POR vs. DAL,12/29/2025,W,10,0,0,2,0,0,1,0,0,0,-,0,0,0,1,0,0,1,2,2,0.5
Sidy Cissoko,POR,POR vs. DAL,12/29/2025,W,22,6,1,8,12.5,1,6,16.7,3,4,75,4,1,5,1,0,1,2,5,-6,14.5
Ryan Nembhard,DAL,DAL @ POR,12/29/2025,L,17,0,0,4,0,0,2,0,0,0,-,0,2,2,6,0,0,1,0,-1,10.4
Caleb Martin,DAL,DAL @ POR,12/29/2025,L,7,2,1,1,100,0,0,-,0,0,-,0,1,1,2,0,0,0,0,-5,6.2
Cooper Flagg,DAL,DAL @ POR,12/29/2025,L,35,15,6,20,30,1,6,16.7,2,2,100,1,5,6,8,3,1,5,3,-4,41.2
Klay Thompson,DAL,DAL @ POR,12/29/2025,L,19,14,5,12,41.7,3,10,30,1,3,33.3,0,1,1,1,1,0,0,0,10,19.7
Donovan Clingan,POR,POR vs. DAL,12/29/2025,W,29,18,8,10,80,2,4,50,0,0,-,4,7,11,1,0,0,0,3,-2,32.7
Toumani Camara,POR,POR vs. DAL,12/29/2025,W,25,9,3,7,42.9,3,5,60,0,0,-,1,3,4,2,0,0,0,5,8,16.8
Naji Marshall,DAL,DAL @ POR,12/29/2025,L,29,17,7,12,58.3,1,3,33.3,2,3,66.7,1,6,7,4,0,0,2,3,3,29.4
Robert Williams III,POR,POR vs. DAL,12/29/2025,W,20,8,4,5,80,0,0,-,0,0,-,3,5,8,2,0,1,2,1,-4,21.6
Shaedon Sharpe,POR,POR vs. DAL,12/29/2025,W,33,24,9,23,39.1,2,5,40,4,4,100,2,3,5,5,1,0,3,1,2,37.5
Brandon Williams,DAL,DAL @ POR,12/29/2025,L,30,22,8,12,66.7,0,0,-,6,6,100,1,2,3,4,1,0,0,3,0,34.6
Dwight Powell,DAL,DAL @ POR,12/29/2025,L,18,2,1,1,100,0,0,-,0,0,-,1,2,3,2,0,1,0,2,-2,11.6
Caleb Love,POR,POR vs. DAL,12/29/2025,W,34,24,8,15,53.3,6,10,60,2,2,100,2,1,3,2,0,0,1,1,9,29.6
Kenrich Williams,OKC,OKC vs. PHI,12/28/2025,W,7,3,1,3,33.3,1,2,50,0,0,-,2,2,4,2,0,0,0,0,2,10.8
Jabari Walker,PHI,PHI @ OKC,12/28/2025,L,4,2,1,1,100,0,0,-,0,0,-,1,2,3,0,0,0,0,0,0,5.6
Chris Youngblood,OKC,OKC vs. PHI,12/28/2025,W,5,0,0,2,0,0,2,0,0,0,-,0,0,0,0,0,0,0,0,0,0
Branden Carlson,OKC,OKC vs. PHI,12/28/2025,W,6,4,2,3,66.7,0,0,-,0,0,-,1,1,2,0,1,0,0,1,0,9.4
Chet Holmgren,OKC,OKC vs. PHI,12/28/2025,W,29,29,12,17,70.6,2,4,50,3,4,75,3,6,9,1,0,4,6,4,22,47.3
Dominick Barlow,PHI,PHI @ OKC,12/28/2025,L,25,2,1,4,25,0,2,0,0,0,-,2,2,4,2,0,0,2,1,-7,7.8
Isaiah Joe,OKC,OKC vs. PHI,12/28/2025,W,5,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,0,0,-8,1.2
Jared McCain,PHI,PHI @ OKC,12/28/2025,L,23,10,4,6,66.7,2,4,50,0,0,-,0,4,4,1,0,0,3,1,-3,13.3
Justin Edwards,PHI,PHI @ OKC,12/28/2025,L,20,12,4,9,44.4,4,7,57.1,0,0,-,0,5,5,1,0,1,1,2,-5,21.5
Ajay Mitchell,OKC,OKC vs. PHI,12/28/2025,W,20,13,5,9,55.6,2,4,50,1,2,50,0,1,1,3,2,0,0,4,16,24.7
Adem Bona,PHI,PHI @ OKC,12/28/2025,L,28,11,3,4,75,0,0,-,5,6,83.3,6,2,8,1,0,4,2,3,-10,32.1
Isaiah Hartenstein,OKC,OKC vs. PHI,12/28/2025,W,20,5,2,6,33.3,0,0,-,1,1,100,0,3,3,3,1,1,2,4,13,17.1
Quentin Grimes,PHI,PHI @ OKC,12/28/2025,L,22,13,3,10,30,3,9,33.3,4,4,100,0,2,2,3,0,0,1,4,-22,18.9
Cason Wallace,OKC,OKC vs. PHI,12/28/2025,W,26,9,4,8,50,1,3,33.3,0,0,-,2,2,4,4,2,0,0,1,18,25.8
Alex Caruso,OKC,OKC vs. PHI,12/28/2025,W,16,7,3,5,60,1,3,33.3,0,0,-,0,1,1,0,0,0,0,0,7,8.2
VJ Edgecombe,PHI,PHI @ OKC,12/28/2025,L,34,10,3,16,18.8,2,7,28.6,2,4,50,2,0,2,5,0,0,2,4,-23,17.9
Andre Drummond,PHI,PHI @ OKC,12/28/2025,L,18,4,2,4,50,0,0,-,0,0,-,2,2,4,0,0,0,4,4,-14,4.8
Shai Gilgeous-Alexander,OKC,OKC vs. PHI,12/28/2025,W,29,27,10,13,76.9,0,2,0,7,9,77.8,0,2,2,5,2,0,1,0,19,41.9
Aaron Wiggins,OKC,OKC vs. PHI,12/28/2025,W,23,15,6,8,75,2,4,50,1,2,50,0,3,3,3,1,0,0,0,8,26.1
Scottie Barnes,TOR,TOR vs. GSW,12/28/2025,W,42,23,11,17,64.7,0,1,0,1,1,100,9,16,25,10,3,1,3,4,24,77
RJ Barrett,TOR,TOR vs. GSW,12/28/2025,W,24,12,5,13,38.5,2,5,40,0,2,0,0,7,7,4,0,0,0,4,-5,26.4
Al Horford,GSW,GSW @ TOR,12/28/2025,L,17,7,3,6,50,1,3,33.3,0,0,-,3,4,7,0,0,2,0,0,-3,21.4
Stephen Curry,GSW,GSW @ TOR,12/28/2025,L,41,39,12,30,40,4,11,36.4,11,11,100,2,1,3,4,1,1,4,2,0,50.6
Brandon Ingram,TOR,TOR vs. GSW,12/28/2025,W,39,26,12,26,46.2,0,8,0,2,2,100,2,2,4,6,1,0,2,1,10,40.8
Jonathan Mogbo,TOR,TOR vs. GSW,12/28/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
Moses Moody,GSW,GSW @ TOR,12/28/2025,L,29,3,1,6,16.7,1,4,25,0,0,-,2,4,6,1,2,1,2,2,6,18.7
Will Richard,GSW,GSW @ TOR,12/28/2025,L,35,10,3,7,42.9,1,5,20,3,4,75,2,5,7,1,5,1,2,4,-15,35.9
Sandro Mamukelashvili,TOR,TOR vs. GSW,12/28/2025,W,22,13,6,11,54.5,1,4,25,0,0,-,2,4,6,0,2,1,0,2,-7,29.2
Immanuel Quickley,TOR,TOR vs. GSW,12/28/2025,W,38,27,7,15,46.7,5,10,50,8,8,100,0,4,4,7,1,0,5,1,7,40.3
Ochai Agbaji,TOR,TOR vs. GSW,12/28/2025,W,20,10,4,6,66.7,0,1,0,2,2,100,3,1,4,1,0,0,0,5,-20,16.3
Jamal Shead,TOR,TOR vs. GSW,12/28/2025,W,29,8,3,8,37.5,1,4,25,1,1,100,0,0,0,8,1,0,4,4,34,19
Quinten Post,GSW,GSW @ TOR,12/28/2025,L,18,8,2,3,66.7,2,2,100,2,2,100,0,2,2,2,0,1,2,4,-4,14.4
Draymond Green,GSW,GSW @ TOR,12/28/2025,L,33,21,8,14,57.1,4,8,50,1,3,33.3,0,4,4,7,1,0,3,2,-2,36.3
Brandin Podziemski,GSW,GSW @ TOR,12/28/2025,L,28,13,5,9,55.6,2,4,50,1,1,100,1,2,3,2,0,0,1,2,-23,18.6
Garrett Temple,TOR,TOR vs. GSW,12/28/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0,1.2
Buddy Hield,GSW,GSW @ TOR,12/28/2025,L,14,3,1,2,50,1,2,50,0,0,-,0,3,3,1,0,0,1,1,1,7.1
Jimmy Butler III,GSW,GSW @ TOR,12/28/2025,L,38,19,6,16,37.5,0,4,0,7,7,100,3,3,6,5,0,0,3,2,-11,30.7
Gradey Dick,TOR,TOR vs. GSW,12/28/2025,W,15,4,2,4,50,0,2,0,0,0,-,1,1,2,1,1,0,0,2,12,10.9
Jamison Battle,TOR,TOR vs. GSW,12/28/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
Ja'Kobe Walter,TOR,TOR vs. GSW,12/28/2025,W,33,18,6,10,60,4,7,57.1,2,2,100,1,1,2,3,1,0,0,3,15,27.9
Gary Payton II,GSW,GSW @ TOR,12/28/2025,L,12,4,2,3,66.7,0,1,0,0,0,-,1,0,1,2,0,3,2,1,-19,15.2
Paul George,PHI,PHI @ OKC,12/28/2025,L,29,12,4,11,36.4,4,7,57.1,0,0,-,0,4,4,3,1,0,3,1,-19,21.3
Tyrese Maxey,PHI,PHI @ OKC,12/28/2025,L,36,28,10,18,55.6,2,7,28.6,6,7,85.7,0,2,2,5,4,0,5,2,-22,44.9
Luguentz Dort,OKC,OKC vs. PHI,12/28/2025,W,23,3,1,2,50,1,2,50,0,0,-,0,1,1,0,1,1,2,2,7,8.2
Jalen Williams,OKC,OKC vs. PHI,12/28/2025,W,32,14,4,10,40,0,1,0,6,7,85.7,1,3,4,6,2,0,2,2,21,31.8
Neemias Queta,BOS,BOS @ POR,12/28/2025,L,29,11,5,9,55.6,0,0,-,1,2,50,4,4,8,0,1,2,3,5,2,26.6
Hugo González,BOS,BOS @ POR,12/28/2025,L,30,13,5,10,50,1,5,20,2,2,100,3,3,6,3,2,0,2,2,3,28.7
Luka Garza,BOS,BOS @ POR,12/28/2025,L,11,5,1,4,25,1,3,33.3,2,2,100,2,1,3,0,0,0,2,5,-9,6.6
Donovan Clingan,POR,POR vs. BOS,12/28/2025,W,34,18,8,10,80,1,3,33.3,1,2,50,7,11,18,1,0,0,2,3,-4,39.1
Shaedon Sharpe,POR,POR vs. BOS,12/28/2025,W,32,26,10,20,50,5,8,62.5,1,2,50,1,4,5,1,1,0,3,2,6,33.5
Rayan Rupert,POR,POR vs. BOS,12/28/2025,W,8,0,0,2,0,0,2,0,0,0,-,0,1,1,1,0,0,1,3,8,1.7
Sidy Cissoko,POR,POR vs. BOS,12/28/2025,W,22,0,0,5,0,0,4,0,0,0,-,1,2,3,4,2,1,1,2,1,17.6
Derrick White,BOS,BOS @ POR,12/28/2025,L,40,12,5,16,31.3,2,10,20,0,0,-,0,5,5,5,5,1,3,1,0,40.5
Sam Hauser,BOS,BOS @ POR,12/28/2025,L,19,3,1,5,20,1,5,20,0,0,-,0,2,2,0,0,2,0,1,-9,11.4
Payton Pritchard,BOS,BOS @ POR,12/28/2025,L,38,9,3,10,30,3,8,37.5,0,0,-,0,5,5,5,2,0,2,0,2,26.5
Jordan Walsh,BOS,BOS @ POR,12/28/2025,L,10,5,2,3,66.7,1,2,50,0,0,-,0,1,1,0,1,0,1,3,0,8.2
Will Riley,WAS,WAS vs. MEM,12/28/2025,W,19,0,0,5,0,0,2,0,0,0,-,0,4,4,4,0,1,0,2,1,13.8
Kentavious Caldwell-Pope,MEM,MEM @ WAS,12/28/2025,L,11,4,2,5,40,0,1,0,0,0,-,1,0,1,1,0,1,0,0,0,9.7
Bilal Coulibaly,WAS,WAS vs. MEM,12/28/2025,W,29,14,6,15,40,0,3,0,2,2,100,3,5,8,2,3,2,1,4,3,40.6
GG Jackson,MEM,MEM @ WAS,12/28/2025,L,21,5,2,5,40,0,2,0,1,1,100,0,1,1,1,4,0,1,3,12,18.7
Marvin Bagley III,WAS,WAS vs. MEM,12/28/2025,W,22,14,6,8,75,0,0,-,2,2,100,3,4,7,1,0,0,1,1,0,22.9
Jaylen Wells,MEM,MEM @ WAS,12/28/2025,L,27,11,4,11,36.4,2,4,50,1,2,50,0,7,7,3,0,0,2,2,5,21.9
Santi Aldama,MEM,MEM @ WAS,12/28/2025,L,35,14,5,14,35.7,1,4,25,3,4,75,2,8,10,3,5,0,3,2,-12,42.5
Khris Middleton,WAS,WAS vs. MEM,12/28/2025,W,23,10,2,7,28.6,0,1,0,6,6,100,1,5,6,2,1,1,1,1,6,25.2
Jamir Watkins,WAS,WAS vs. MEM,12/28/2025,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0,0
Ja Morant,MEM,MEM @ WAS,12/28/2025,L,27,21,8,16,50,3,5,60,2,2,100,0,0,0,7,0,0,3,0,-22,28.5
Olivier-Maxence Prosper,MEM,MEM @ WAS,12/28/2025,L,8,3,1,2,50,1,1,100,0,0,-,0,0,0,0,1,0,0,1,-7,6
Bub Carrington,WAS,WAS vs. MEM,12/28/2025,W,27,12,4,9,44.4,2,4,50,2,3,66.7,1,3,4,7,1,0,8,2,-3,22.3
Tre Johnson,WAS,WAS vs. MEM,12/28/2025,W,26,14,5,11,45.5,2,5,40,2,2,100,0,0,0,4,1,1,1,2,18,25
Christian Koloko,MEM,MEM @ WAS,12/28/2025,L,25,4,2,5,40,0,0,-,0,0,-,2,5,7,1,1,3,0,1,3,25.9
Justin Champagnie,WAS,WAS vs. MEM,12/28/2025,W,25,10,3,8,37.5,2,4,50,2,2,100,4,8,12,0,1,1,2,3,-2,28.4
Jaren Jackson Jr.,MEM,MEM @ WAS,12/28/2025,L,35,31,11,25,44,2,7,28.6,7,9,77.8,4,4,8,1,1,4,3,4,1,54.1
Alex Sarr,WAS,WAS vs. MEM,12/28/2025,W,26,20,9,20,45,1,6,16.7,1,1,100,3,6,9,1,2,6,1,3,2,55.3
Cam Spencer,MEM,MEM @ WAS,12/28/2025,L,27,8,4,11,36.4,0,5,0,0,0,-,0,3,3,7,2,0,2,3,13,26.1
Cedric Coward,MEM,MEM @ WAS,12/28/2025,L,23,11,4,9,44.4,0,3,0,3,3,100,1,5,6,3,0,0,2,1,-13,20.7
Malaki Branham,WAS,WAS vs. MEM,12/28/2025,W,11,6,2,4,50,0,2,0,2,2,100,0,0,0,0,0,0,0,1,-4,6
CJ McCollum,WAS,WAS vs. MEM,12/28/2025,W,33,16,5,12,41.7,1,6,16.7,5,5,100,0,4,4,5,0,0,4,1,-1,24.3
Toumani Camara,POR,POR vs. BOS,12/28/2025,W,35,20,7,14,50,4,10,40,2,3,66.7,2,2,4,3,1,0,1,5,1,31.3
Kris Murray,POR,POR vs. BOS,12/28/2025,W,30,5,2,5,40,0,2,0,1,2,50,3,2,5,3,0,0,1,0,0,14.5
Caris LeVert,DET,DET @ LAC,12/28/2025,L,13,4,1,3,33.3,0,2,0,2,2,100,0,1,1,0,1,0,1,2,-11,7.2
Kris Dunn,LAC,LAC vs. DET,12/28/2025,W,30,5,2,4,50,1,2,50,0,0,-,0,1,1,3,2,1,0,4,7,19.7
Nicolas Batum,LAC,LAC vs. DET,12/28/2025,W,31,12,4,8,50,4,8,50,0,0,-,2,2,4,1,1,0,0,1,25,21.3
Daniss Jenkins,DET,DET @ LAC,12/28/2025,L,2,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,1,0,-1,-1
Jalen Duren,DET,DET @ LAC,12/28/2025,L,31,18,8,12,66.7,0,0,-,2,2,100,5,9,14,2,0,1,1,0,-17,39.8
Duncan Robinson,DET,DET @ LAC,12/28/2025,L,27,5,1,6,16.7,1,6,16.7,2,2,100,1,3,4,0,0,1,0,1,-15,12.8
Ausar Thompson,DET,DET @ LAC,12/28/2025,L,24,6,1,6,16.7,0,1,0,4,6,66.7,4,2,6,1,2,1,2,3,-4,21.7
Tobias Harris,DET,DET @ LAC,12/28/2025,L,22,6,2,5,40,0,2,0,2,2,100,0,0,0,1,3,0,2,2,-15,14.5
Ronald Holland II,DET,DET @ LAC,12/28/2025,L,18,4,2,3,66.7,0,1,0,0,0,-,1,2,3,2,1,1,2,2,1,14.6
Jaden Ivey,DET,DET @ LAC,12/28/2025,L,29,11,2,10,20,2,5,40,5,6,83.3,1,2,3,3,1,0,0,0,4,22.1
Cade Cunningham,DET,DET @ LAC,12/28/2025,L,32,27,9,18,50,3,7,42.9,6,7,85.7,0,5,5,9,0,0,3,4,-6,43.5
Paul Reed,DET,DET @ LAC,12/28/2025,L,6,3,1,3,33.3,0,1,0,1,1,100,1,1,2,0,1,0,0,2,6,8.4
Isaiah Stewart,DET,DET @ LAC,12/28/2025,L,24,8,4,11,36.4,0,1,0,0,0,-,2,2,4,0,0,2,1,4,-5,17.8
Javonte Green,DET,DET @ LAC,12/28/2025,L,13,7,3,4,75,1,2,50,0,0,-,0,3,3,0,0,0,0,0,-2,10.6
Yanic Konan Niederhäuser,LAC,LAC vs. DET,12/28/2025,W,12,2,1,1,100,0,0,-,0,0,-,1,1,2,0,1,0,1,4,0,6.4
Kobe Sanders,LAC,LAC vs. DET,12/28/2025,W,16,0,0,2,0,0,0,-,0,0,-,0,0,0,2,0,0,0,4,-3,3
Jordan Miller,LAC,LAC vs. DET,12/28/2025,W,17,0,0,0,-,0,0,-,0,0,-,0,3,3,1,1,1,0,2,-9,11.1
Derrick Jones Jr.,LAC,LAC vs. DET,12/28/2025,W,18,3,1,4,25,0,1,0,1,1,100,1,2,3,0,0,0,1,3,2,5.6
Kawhi Leonard,LAC,LAC vs. DET,12/28/2025,W,39,55,17,26,65.4,5,10,50,16,17,94.1,1,10,11,2,5,3,3,2,20,92.2
James Harden,LAC,LAC vs. DET,12/28/2025,W,40,28,7,23,30.4,3,9,33.3,11,11,100,1,3,4,7,0,0,3,3,10,40.3
Brook Lopez,LAC,LAC vs. DET,12/28/2025,W,36,7,3,7,42.9,1,4,25,0,0,-,2,5,7,2,2,1,2,3,13,25.4
Maxime Raynaud,SAC,SAC @ LAL,12/28/2025,L,35,16,8,10,80,0,0,-,0,1,0,2,8,10,2,0,0,2,4,-22,29
Drew Timme,LAL,LAL vs. SAC,12/28/2025,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,1,0,0,0.2
Malik Monk,SAC,SAC @ LAL,12/28/2025,L,19,11,4,10,40,3,9,33.3,0,0,-,1,1,2,2,1,0,2,2,-12,17.4
Jake LaRavia,LAL,LAL vs. SAC,12/28/2025,W,25,11,3,8,37.5,0,3,0,5,5,100,1,1,2,4,2,1,2,5,13,26.4
LeBron James,LAL,LAL vs. SAC,12/28/2025,W,29,24,11,13,84.6,1,2,50,1,1,100,1,2,3,5,2,0,2,0,20,39.1
Marcus Smart,LAL,LAL vs. SAC,12/28/2025,W,20,0,0,1,0,0,1,0,0,0,-,0,3,3,2,1,0,1,3,10,8.6
Maxi Kleber,LAL,LAL vs. SAC,12/28/2025,W,13,2,0,2,0,0,0,-,2,2,100,1,2,3,2,1,0,2,1,6,9.6
Keon Ellis,SAC,SAC @ LAL,12/28/2025,L,22,2,1,5,20,0,2,0,0,0,-,0,0,0,0,0,1,0,2,-20,5
Deandre Ayton,LAL,LAL vs. SAC,12/28/2025,W,30,11,5,9,55.6,0,0,-,1,2,50,2,9,11,2,0,2,0,0,24,33.2
Luka Dončić,LAL,LAL vs. SAC,12/28/2025,W,33,34,11,23,47.8,5,14,35.7,7,8,87.5,0,5,5,7,3,1,5,3,22,57.5
Dylan Cardwell,SAC,SAC @ LAL,12/28/2025,L,24,7,3,4,75,0,0,-,1,3,33.3,1,6,7,0,3,0,0,3,1,24.4
Rui Hachimura,LAL,LAL vs. SAC,12/28/2025,W,26,12,5,10,50,2,4,50,0,0,-,0,4,4,1,2,0,0,1,24,24.3
Dennis Schröder,SAC,SAC @ LAL,12/28/2025,L,19,11,3,6,50,0,2,0,5,6,83.3,0,2,2,7,2,1,2,3,-7,30.9
Nick Smith Jr.,LAL,LAL vs. SAC,12/28/2025,W,24,21,8,14,57.1,5,10,50,0,0,-,1,2,3,1,0,0,0,3,10,26.1
Nique Clifford,SAC,SAC @ LAL,12/28/2025,L,29,11,4,6,66.7,2,4,50,1,2,50,1,5,6,3,1,0,4,2,-4,21.7
Dalton Knecht,LAL,LAL vs. SAC,12/28/2025,W,5,3,1,2,50,1,1,100,0,0,-,0,1,1,0,0,0,0,0,-6,4.2
Adou Thiero,LAL,LAL vs. SAC,12/28/2025,W,5,2,1,3,33.3,0,0,-,0,0,-,1,2,3,1,1,0,0,0,-6,10.1
Bronny James,LAL,LAL vs. SAC,12/28/2025,W,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6,0
Russell Westbrook,SAC,SAC @ LAL,12/28/2025,L,26,13,6,17,35.3,1,5,20,0,0,-,2,3,5,4,2,0,6,1,-17,25
Jarred Vanderbilt,LAL,LAL vs. SAC,12/28/2025,W,22,5,2,4,50,1,3,33.3,0,0,-,1,1,2,0,2,0,2,3,9,11.4
Doug McDermott,SAC,SAC @ LAL,12/28/2025,L,12,3,1,4,25,1,4,25,0,0,-,0,0,0,0,0,1,0,1,-7,6
DeMar DeRozan,SAC,SAC @ LAL,12/28/2025,L,34,22,8,17,47.1,1,2,50,5,5,100,2,2,4,5,1,0,3,2,-14,34.3
Precious Achiuwa,SAC,SAC @ LAL,12/28/2025,L,20,5,2,4,50,0,1,0,1,2,50,1,2,3,1,1,0,0,0,-18,13.1
Caleb Love,POR,POR vs. BOS,12/28/2025,W,29,18,6,14,42.9,4,10,40,2,2,100,1,1,2,3,1,0,4,1,4,23.9
Anfernee Simons,BOS,BOS @ POR,12/28/2025,L,19,13,4,11,36.4,2,6,33.3,3,3,100,2,1,3,1,2,0,0,0,-15,24.1
Yang Hansen,POR,POR vs. BOS,12/28/2025,W,11,3,1,3,33.3,1,2,50,0,0,-,0,3,3,0,0,0,2,2,6,4.6
Deni Avdija,POR,POR vs. BOS,12/28/2025,W,39,24,8,16,50,3,10,30,5,10,50,1,6,7,10,2,1,5,1,8,51.4
Jaylen Brown,BOS,BOS @ POR,12/28/2025,L,37,37,14,23,60.9,2,5,40,7,10,70,1,6,7,4,0,0,6,5,0,45.4
Baylor Scheierman,BOS,BOS @ POR,12/28/2025,L,7,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-4,1.5
Precious Achiuwa,SAC,SAC @ LAC,12/30/2025,L,17,0,0,4,0,0,0,-,0,0,-,1,2,3,2,0,1,0,2,-17,9.6
Nick Smith Jr.,LAL,LAL vs. DET,12/30/2025,L,17,3,1,6,16.7,0,3,0,1,2,50,0,0,0,1,0,0,1,1,-2,3.5
Ausar Thompson,DET,DET @ LAL,12/30/2025,W,22,7,3,6,50,0,0,-,1,4,25,2,0,2,3,1,1,0,4,-11,19.9
Marcus Sasser,DET,DET @ LAL,12/30/2025,W,24,19,5,8,62.5,4,6,66.7,5,5,100,0,2,2,5,2,0,1,2,14,33.9
Maxime Raynaud,SAC,SAC @ LAC,12/30/2025,L,35,12,5,8,62.5,0,1,0,2,2,100,4,8,12,0,0,2,0,4,-21,32.4
Keon Ellis,SAC,SAC @ LAC,12/30/2025,L,19,2,1,5,20,0,3,0,0,0,-,1,1,2,2,0,1,1,1,-20,9.4
Cade Cunningham,DET,DET @ LAL,12/30/2025,W,33,27,12,19,63.2,1,4,25,2,2,100,0,5,5,11,1,0,5,3,23,47.5
Daniss Jenkins,DET,DET @ LAL,12/30/2025,W,4,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,1,0,-4,1.7
Malik Monk,SAC,SAC @ LAC,12/30/2025,L,11,3,1,2,50,1,1,100,0,0,-,0,2,2,0,0,0,5,0,-16,0.4
Devin Carter,SAC,SAC @ LAC,12/30/2025,L,7,4,2,5,40,0,3,0,0,0,-,0,0,0,0,0,1,0,0,-2,7
Deandre Ayton,LAL,LAL vs. DET,12/30/2025,L,26,10,5,8,62.5,0,0,-,0,0,-,0,2,2,0,1,0,1,5,-9,14.4
Tobias Harris,DET,DET @ LAL,12/30/2025,W,6,7,2,2,100,1,1,100,2,2,100,0,0,0,0,0,0,1,0,1,6
LeBron James,LAL,LAL vs. DET,12/30/2025,L,32,17,6,17,35.3,3,10,30,2,5,40,0,4,4,4,1,1,5,1,-16,28.8
Drew Eubanks,SAC,SAC @ LAC,12/30/2025,L,13,6,3,4,75,0,0,-,0,0,-,1,2,3,0,0,0,1,1,-20,8.6
Isaiah Stewart,DET,DET @ LAL,12/30/2025,W,18,15,6,6,100,1,1,100,2,2,100,0,2,2,0,0,1,1,4,21,19.4
Bronny James,LAL,LAL vs. DET,12/30/2025,L,4,0,0,1,0,0,1,0,0,0,-,0,0,0,2,0,0,0,0,4,3
Kawhi Leonard,LAC,LAC vs. SAC,12/30/2025,W,33,33,11,19,57.9,5,9,55.6,6,7,85.7,1,4,5,5,3,1,1,1,31,57.5
Jaden Ivey,DET,DET @ LAL,12/30/2025,W,17,9,4,5,80,1,1,100,0,0,-,1,1,2,2,1,0,1,0,20,16.4
Kobe Sanders,LAC,LAC vs. SAC,12/30/2025,W,26,7,3,8,37.5,0,3,0,1,2,50,1,5,6,4,2,0,0,2,30,26.2
Cam Christie,LAC,LAC vs. SAC,12/30/2025,W,7,0,0,1,0,0,1,0,0,0,-,0,1,1,1,0,0,0,1,2,2.7
Keegan Murray,SAC,SAC @ LAC,12/30/2025,L,30,11,4,13,30.8,1,4,25,2,2,100,1,1,2,1,0,1,0,1,-27,17.9
DeMar DeRozan,SAC,SAC @ LAC,12/30/2025,L,28,8,2,8,25,0,2,0,4,5,80,0,7,7,3,1,1,2,1,-19,24.9
Russell Westbrook,SAC,SAC @ LAC,12/30/2025,L,19,12,4,10,40,2,4,50,2,2,100,1,2,3,4,0,0,3,3,-21,18.6
Doug McDermott,SAC,SAC @ LAC,12/30/2025,L,7,3,1,2,50,1,2,50,0,0,-,0,1,1,0,0,0,1,0,-2,3.2
Dalton Knecht,LAL,LAL vs. DET,12/30/2025,L,4,10,4,4,100,2,2,100,0,0,-,1,1,2,0,0,0,0,1,4,12.4
Jaxson Hayes,LAL,LAL vs. DET,12/30/2025,L,18,13,5,5,100,0,0,-,3,5,60,2,0,2,2,1,0,0,1,-17,21.4
Jordan Miller,LAC,LAC vs. SAC,12/30/2025,W,7,6,3,4,75,0,1,0,0,0,-,0,1,1,0,0,1,0,0,2,10.2
Marcus Smart,LAL,LAL vs. DET,12/30/2025,L,25,6,1,4,25,0,3,0,4,4,100,0,2,2,5,3,0,1,4,-24,23.9
Luka Dončić,LAL,LAL vs. DET,12/30/2025,L,36,30,9,22,40.9,3,11,27.3,9,13,69.2,2,3,5,11,0,0,8,3,-15,44.5
John Collins,LAC,LAC vs. SAC,12/30/2025,W,22,16,6,9,66.7,2,4,50,2,2,100,3,2,5,1,1,3,0,1,15,35.5
Adou Thiero,LAL,LAL vs. DET,12/30/2025,L,4,0,0,1,0,0,0,-,0,0,-,0,3,3,1,0,1,0,1,4,8.1
Jarred Vanderbilt,LAL,LAL vs. DET,12/30/2025,L,27,8,3,3,100,2,2,100,0,0,-,4,4,8,1,0,0,1,4,-17,18.1
Nique Clifford,SAC,SAC @ LAC,12/30/2025,L,29,18,7,12,58.3,3,5,60,1,1,100,1,0,1,2,0,1,2,4,-20,23.2
Nicolas Batum,LAC,LAC vs. SAC,12/30/2025,W,19,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,2,1,1,0,1,24,13.2
